"url","Teams","Teams_link","Won","Loss","Nr","Pts","Nrr"
"https://www.business-standard.com/sports/ipl-2019/points-table","MI","https://www.business-standard.com/topic/mumbai-indians","9","5","0","18","0.421"
"https://www.business-standard.com/sports/ipl-2019/points-table","CSK","https://www.business-standard.com/topic/chennai-super-kings","9","5","0","18","0.131"
"https://www.business-standard.com/sports/ipl-2019/points-table","DC","https://www.business-standard.com/topic/delhi-capitals","9","5","0","18","0.044"
"https://www.business-standard.com/sports/ipl-2019/points-table","SRH","https://www.business-standard.com/topic/sunrisers-hyderabad","6","8","0","12","0.577"
"https://www.business-standard.com/sports/ipl-2019/points-table","KKR","https://www.business-standard.com/topic/kolkata-knight-riders","6","7","0","12","0.028"
"https://www.business-standard.com/sports/ipl-2019/points-table","KXIP","https://www.business-standard.com/topic/kings-xi-punjab","6","8","0","12","-0.251"
"https://www.business-standard.com/sports/ipl-2019/points-table","RR","https://www.business-standard.com/topic/rajasthan-royals","5","8","1","11","-0.449"
"https://www.business-standard.com/sports/ipl-2019/points-table","RCB","https://www.business-standard.com/topic/royal-challengers-bangalore","5","8","1","11","-0.607"
